candidate_course_label,candidate_jurisdiction,exact_query,result_index,provider_place_id,provider_name,provider_display_name,country_code_match,course_name_match,racecourse_name_match,provider_object_match,suspicious_name_match,automatic_eligible,provider_class,provider_type,course_decision,decision_reason
La Zarzuela,Spain,"La Zarzuela hipódromo, Spain",0,way:24531561,Hipódromo de la Zarzuela,"Hipódromo de la Zarzuela, Bus-VAO, Ciudad Universitaria, Moncloa-Aravaca, Madrid, Community of Madrid, 28023, Spain",True,True,True,True,False,True,leisure,sports_centre,manual_review_required,"More than one distinct provider object passed the automatic checks, so selection is ambiguous."
La Zarzuela,Spain,"La Zarzuela hipódromo, Spain",1,relation:52312,Pista principal del Hipódromo de la Zarzuela,"Pista principal del Hipódromo de la Zarzuela, Avenida del Padre Huidobro, Ciudad Universitaria, Moncloa-Aravaca, Madrid, Community of Madrid, 28023, Spain",True,True,True,True,False,True,leisure,track,manual_review_required,"More than one distinct provider object passed the automatic checks, so selection is ambiguous."
La Zarzuela,Spain,"La Zarzuela hipodromo, Spain",0,way:24531561,Hipódromo de la Zarzuela,"Hipódromo de la Zarzuela, Avenida del Cardenal Herrera Oria, Fuentelarreina, Fuencarral-El Pardo, Madrid, Community of Madrid, 28035, Spain",True,True,True,True,False,True,leisure,sports_centre,manual_review_required,"More than one distinct provider object passed the automatic checks, so selection is ambiguous."
La Zarzuela,Spain,"La Zarzuela hipodromo, Spain",1,relation:52312,Pista principal del Hipódromo de la Zarzuela,"Pista principal del Hipódromo de la Zarzuela, M-40, Ciudad Universitaria, Moncloa-Aravaca, Fuencarral-El Pardo, Madrid, Community of Madrid, 28035, Spain",True,True,True,True,False,True,leisure,track,manual_review_required,"More than one distinct provider object passed the automatic checks, so selection is ambiguous."
Echuca,Australia,"Echuca racecourse, Australia",0,way:282047162,Echuca Village Racecourse,"Echuca Village Racecourse, Echuca, Victoria, 3564, Australia",True,True,True,False,False,False,leisure,park,manual_review_required,No returned object passed every conservative automatic acceptance check.
Wellington,Australia,"Wellington racecourse, Australia",0,way:303952126,Wellington Showground,"Wellington Showground, New South Wales, Australia",True,True,False,False,False,False,landuse,recreation_ground,manual_review_required,No returned object passed every conservative automatic acceptance check.
Saint-Brieuc,France,"Saint-Brieuc hippodrome, France",0,way:319635086,Rue Saint-Mélaine,"Rue Saint-Mélaine, La Rivière, Lamballe, Lamballe-Armor, Saint-Brieuc, Côtes-d'Armor, Brittany, Metropolitan France, 22400, France",True,False,False,False,False,False,highway,residential,manual_review_required,No returned object passed every conservative automatic acceptance check.
Saint-Brieuc,France,"Saint-Brieuc hippodrome, France",1,way:33690118,Lycée Saint-Joseph,"Lycée Saint-Joseph, 63, Rue Mouexigné, La Rivière, Lamballe, Lamballe-Armor, Saint-Brieuc, Côtes-d'Armor, Brittany, Metropolitan France, 22400, France",True,False,False,False,False,False,amenity,school,manual_review_required,No returned object passed every conservative automatic acceptance check.
Saint-Brieuc,France,"Saint-Brieuc hippodrome, France",2,node:13118690741,Lycée Saint-Joseph,"Lycée Saint-Joseph, Rue Mouexigné, La Rivière, Lamballe, Lamballe-Armor, Saint-Brieuc, Côtes-d'Armor, Brittany, Metropolitan France, 22400, France",True,False,False,False,False,False,highway,bus_stop,manual_review_required,No returned object passed every conservative automatic acceptance check.
Seymour,Australia,"Seymour racecourse, Australia",0,way:57898962,Seymour Racecourse,"Seymour Racecourse, Seymour, Victoria, 3660, Australia",True,True,True,False,False,False,landuse,recreation_ground,manual_review_required,No returned object passed every conservative automatic acceptance check.
Corlay,France,"Corlay hippodrome, France",0,way:325338772,Hippodrome du Petit Paris,"Hippodrome du Petit Paris, Rue de l'Hippodrome, Le Petit Paris, Le Haut-Corlay, Saint-Brieuc, Côtes-d'Armor, Brittany, Metropolitan France, 22320, France",True,False,True,True,False,False,leisure,sports_centre,manual_review_required,No returned object passed every conservative automatic acceptance check.
Finger Lakes,United States,"Finger Lakes racetrack, United States",0,way:1308283652,Finger Lakes Casino & Racetrack,"Finger Lakes Casino & Racetrack, Beaver Creek Road, Hathaway Corners, Town of Farmington, Ontario County, New York, 14425, United States",True,True,True,True,True,False,leisure,sports_centre,manual_review_required,No returned object passed every conservative automatic acceptance check.
Finger Lakes,United States,"Finger Lakes racetrack, United States",1,way:20121815,Finger Lakes Casino & Racetrack,"Finger Lakes Casino & Racetrack, Beaver Creek Road, Hathaway Corners, Town of Farmington, Ontario County, New York, 14425, United States",True,True,True,True,True,False,leisure,track,manual_review_required,No returned object passed every conservative automatic acceptance check.
Finger Lakes,United States,"Finger Lakes racetrack, United States",2,way:86646472,Finger Lakes Casino & Racetrack,"Finger Lakes Casino & Racetrack, 1296, Beaver Creek Road, Hathaway Corners, Town of Farmington, Ontario County, New York, 14425, United States",True,True,True,False,True,False,building,yes,manual_review_required,No returned object passed every conservative automatic acceptance check.
Finger Lakes,United States,"Finger Lakes racetrack, United States",3,node:12115330901,Finger Lakes Casino & Racetrack,"Finger Lakes Casino & Racetrack, State Route 96, Town of Farmington, Ontario County, New York, 14425, United States",True,True,True,False,True,False,amenity,casino,manual_review_required,No returned object passed every conservative automatic acceptance check.
Ballarat,Australia,"Ballarat racecourse, Australia",0,way:139788538,Ballarat Kart Club,"Ballarat Kart Club, Racecourse Road, Haddon, Victoria, 3351, Australia",True,True,False,True,False,False,leisure,sports_centre,manual_review_required,No returned object passed every conservative automatic acceptance check.
Kyneton,Australia,"Kyneton racecourse, Australia",0,node:11442844448,Welcome to the Kyneton Racecourse,"Welcome to the Kyneton Racecourse, Campaspe Place, Kyneton, Victoria, 3444, Australia",True,True,True,False,False,False,information,board,manual_review_required,No returned object passed every conservative automatic acceptance check.
Moe,Australia,"Moe racecourse, Australia",0,node:12730610914,Moe Racecourse,"Moe Racecourse, Saviges Road, Moe, Victoria, 3825, Australia",True,True,True,False,False,False,highway,bus_stop,manual_review_required,No returned object passed every conservative automatic acceptance check.
Moe,Australia,"Moe racecourse, Australia",1,node:12976564600,Moe Racecourse,"Moe Racecourse, Waterloo Road, Moe, Victoria, 3825, Australia",True,True,True,False,False,False,highway,bus_stop,manual_review_required,No returned object passed every conservative automatic acceptance check.
Moe,Australia,"Moe racecourse, Australia",2,way:340224479,Moe Racing Club,"Moe Racing Club, Albert Street, Moe, Victoria, 3825, Australia",True,True,False,True,False,False,leisure,sports_centre,manual_review_required,No returned object passed every conservative automatic acceptance check.
Ghlin,Belgium,"Ghlin hippodrome, Belgium",0,node:3085641513,Ghlin Hippodrome,"Ghlin Hippodrome, Route de Wallonie, Ghlin, Mons, Hainaut, Wallonia, 7011, Belgium",True,True,True,False,False,False,highway,bus_stop,manual_review_required,No returned object passed every conservative automatic acceptance check.
Meslay-Du-Maine,France,"Meslay-Du-Maine hippodrome, France",0,way:320809975,AGRIAL MESLAY DU MAINE,"AGRIAL MESLAY DU MAINE, Rue de l'Hippodrome, Les Friches, Meslay-du-Maine, Château-Gontier, Mayenne, Pays de la Loire, Metropolitan France, 53170, France",True,True,False,False,False,False,building,yes,manual_review_required,No returned object passed every conservative automatic acceptance check.
Meslay-Du-Maine,France,"Meslay-Du-Maine hippodrome, France",1,node:2334445264,Déchèterie de Meslay-du-Maine,"Déchèterie de Meslay-du-Maine, Rue de l'Hippodrome, Les Friches, Meslay-du-Maine, Château-Gontier, Mayenne, Pays de la Loire, Metropolitan France, 53170, France",True,True,False,False,False,False,amenity,recycling,manual_review_required,No returned object passed every conservative automatic acceptance check.
Meslay-Du-Maine,France,"Meslay-Du-Maine hippodrome, France",2,node:12213569020,AGRIAL MESLAY DU MAINE,"AGRIAL MESLAY DU MAINE, Rue de l'Hippodrome, Les Friches, Meslay-du-Maine, Château-Gontier, Mayenne, Pays de la Loire, Metropolitan France, 53170, France",True,True,False,False,False,False,shop,garden_centre,manual_review_required,No returned object passed every conservative automatic acceptance check.
Tours,France,"Tours hippodrome, France",0,relation:19201773,Hippodrome des Genêts,"Hippodrome des Genêts, Allée des Rainettes, Les Tilleuls, La Pièce des Genêts, Chambray-lès-Tours, Tours, Indre-et-Loire, Centre-Val de Loire, Metropolitan France, 37170, France",True,False,True,True,False,False,leisure,sports_centre,manual_review_required,No returned object passed every conservative automatic acceptance check.
Ashburton,New Zealand,"Ashburton racecourse, New Zealand",0,way:36872693,Ashburton Racecourse,"Ashburton Racecourse, Netherby, Ashburton, Ashburton District, Canterbury, New Zealand",True,True,True,False,False,False,leisure,park,manual_review_required,No returned object passed every conservative automatic acceptance check.
Ankara,Turkey,"Ankara hipodromu, Turkey",0,way:316524227,Ankara 75. Yıl Hipodromu,"Ankara 75. Yıl Hipodromu, Fatih Sultan Mehmet Bulvarı, Yeni Batı Mahallesi, Yenimahalle, Ankara, Central Anatolia Region, 06370, Turkey",True,True,False,True,False,False,leisure,sports_centre,manual_review_required,No returned object passed every conservative automatic acceptance check.
Armidale,Australia,"Armidale racecourse, Australia",0,way:22177919,Armidale Racecourse,"Armidale Racecourse, Armidale, New South Wales, 2350, Australia",True,True,True,False,False,False,landuse,recreation_ground,manual_review_required,No returned object passed every conservative automatic acceptance check.
Gundagai,Australia,"Gundagai racecourse, Australia",0,way:229236227,Gundagai Racecourse,"Gundagai Racecourse, Gundagai, New South Wales, 2722, Australia",True,True,True,False,False,False,leisure,park,manual_review_required,No returned object passed every conservative automatic acceptance check.
Wangaratta,Australia,"Wangaratta racecourse, Australia",0,way:301180872,Wangaratta Race Course,"Wangaratta Race Course, Racecourse Road, Wangaratta, Victoria, 3677, Australia",True,True,False,True,False,False,leisure,sports_centre,manual_review_required,No returned object passed every conservative automatic acceptance check.
Fort Erie,Canada,"Fort Erie racetrack, Canada",0,node:9898611015,Bertie Street / Fort Erie Racetrack,"Bertie Street / Fort Erie Racetrack, Bertie Street, Fort Erie, Niagara Region, Golden Horseshoe, Ontario, L2A 1N4, Canada",True,True,True,False,False,False,highway,bus_stop,manual_review_required,No returned object passed every conservative automatic acceptance check.
Evreux,France,"Evreux hippodrome, France",0,way:740974655,Hippodrome de Navarre,"Hippodrome de Navarre, Avenue Aristide Briand, Saint-Michel, Évreux, Eure, Normandy, Metropolitan France, 27000, France",True,False,True,True,False,False,leisure,sports_centre,manual_review_required,No returned object passed every conservative automatic acceptance check.
Lisieux,France,"Lisieux hippodrome, France",0,node:9988312989,France Services,"France Services, Rue de l'Hippodrome, Zone d'activités de la Croix Brisée, Pont-l'Évêque, Lisieux, Calvados, Normandy, Metropolitan France, 14130, France",True,False,False,False,False,False,office,government,manual_review_required,No returned object passed every conservative automatic acceptance check.
Nimes,France,"Nimes hippodrome, France",0,way:45376156,Hippodrome des Courbiers,"Hippodrome des Courbiers, Chemin de l'Hippodrome, Mas de Chambaud, Nîmes, Gard, Occitania, Metropolitan France, 30034, France",True,False,True,True,False,False,leisure,sports_centre,manual_review_required,No returned object passed every conservative automatic acceptance check.
Vire,France,"Vire hippodrome, France",0,way:740956091,Hippodrome Robert-Auvray,"Hippodrome Robert-Auvray, Sentier des Jasmins, La Florie, Vire, Vire Normandie, Vire, Calvados, Normandy, Metropolitan France, 14500, France",True,False,True,True,False,False,leisure,sports_centre,manual_review_required,No returned object passed every conservative automatic acceptance check.
Bad Doberan,Germany,"Bad Doberan rennbahn, Germany",0,node:6831683085,"Bad Doberan, Rennbahn","Bad Doberan, Rennbahn, L 12, Kammerhof, Heiligendamm, Bad Doberan, Landkreis Rostock, Mecklenburg-Vorpommern, 18209, Germany",True,True,False,False,False,False,highway,bus_stop,manual_review_required,No returned object passed every conservative automatic acceptance check.
Frankfurt,Germany,"Frankfurt rennbahn, Germany",0,way:873231204,Diaoyutai Mansion Frankfurt,"Diaoyutai Mansion Frankfurt, 5, Rennbahnstraße, Sachsenhausen Süd, Sachsenhausen, Süd, Frankfurt, Hesse, 60528, Germany",True,True,False,False,False,False,building,yes,manual_review_required,No returned object passed every conservative automatic acceptance check.
Frankfurt,Germany,"Frankfurt rennbahn, Germany",1,node:9310423014,"HW BAUFI Finanzgruppe, Büro Frankfurt am Main","HW BAUFI Finanzgruppe, Büro Frankfurt am Main, 72-74, Rennbahnstraße, Niederrad, Süd, Frankfurt, Hesse, 60528, Germany",True,True,False,False,False,False,office,financial,manual_review_required,No returned object passed every conservative automatic acceptance check.
Varese,Italy,"Varese ippodromo, Italy",0,way:264279846,Via Galdino da Varese,"Via Galdino da Varese, Ippodromo, Biumo Superiore, Varese, Lombardy, 21200, Italy",True,True,False,False,False,False,highway,residential,manual_review_required,No returned object passed every conservative automatic acceptance check.
Varese,Italy,"Varese ippodromo, Italy",1,way:273479632,Via Galdino da Varese,"Via Galdino da Varese, Ippodromo, Sangallo, Varese, Lombardy, 21200, Italy",True,True,False,False,False,False,highway,living_street,manual_review_required,No returned object passed every conservative automatic acceptance check.
Varese,Italy,"Varese ippodromo, Italy",2,way:273479633,Via Galdino da Varese,"Via Galdino da Varese, Ippodromo, Biumo Superiore, Varese, Lombardy, 21056, Italy",True,True,False,False,False,False,highway,residential,manual_review_required,No returned object passed every conservative automatic acceptance check.
Wingatui,New Zealand,"Wingatui racecourse, New Zealand",0,node:4814425823,Wingatui Racecourse Mosgiel,"Wingatui Racecourse Mosgiel, Gladstone Road North, Wingatui, Mosgiel, Dunedin City, Otago, 9018, New Zealand",True,True,True,False,False,False,tourism,camp_site,manual_review_required,No returned object passed every conservative automatic acceptance check.
Sluzewiec,Poland,"Sluzewiec tor wyścigów konnych, Poland",0,way:5215699,Tor Wyścigów Konnych Służewiec,"Tor Wyścigów Konnych Służewiec, Pieskowa Skała, Zielony Ursynów, Wyczółki, Ursynów, Warsaw, Masovian Voivodeship, 02-699, Poland",True,False,False,True,False,False,leisure,sports_centre,manual_review_required,No returned object passed every conservative automatic acceptance check.
Meadowlands,United States,"Meadowlands racetrack, United States",0,way:1501238980,Meadowlands Racing & Entertainment,"Meadowlands Racing & Entertainment, 1, Racetrack Drive, East Rutherford, Bergen County, New Jersey, 07073, United States",True,True,False,True,False,False,leisure,sports_centre,manual_review_required,No returned object passed every conservative automatic acceptance check.
